playerID,awardID,yearID,lgID,tie,notes
santibe01,Gold Glove,1988,NL,,C
santibe01,Gold Glove,1989,NL,,C
santibe01,Gold Glove,1990,NL,,C
santibe01,NLCS MVP,2002,NL,,
santibe01,Rookie of the Year,1987,NL,,
santibe01,Silver Slugger,1987,NL,,C
santibe01,Silver Slugger,1988,NL,,C
santibe01,Silver Slugger,1990,NL,,C
santibe01,Silver Slugger,1991,NL,,C
santibe01,TSN All-Star,1987,NL,,C
santibe01,TSN All-Star,1989,NL,,C
santibe01,TSN All-Star,1991,NL,,C
santibe01,TSN Rookie Player of the Year,1987,NL,,
santoro01,Gold Glove,1964,NL,,3B
santoro01,Gold Glove,1965,NL,,3B
santoro01,Gold Glove,1966,NL,,3B
santoro01,Gold Glove,1967,NL,,3B
santoro01,Gold Glove,1968,NL,,3B
santoro01,Lou Gehrig Memorial Award,1973,ML,,
santoro01,Player of the Week,1973,NL,Y,Week of 1973-06-29
santoro01,TSN All-Star,1966,NL,,3B
santoro01,TSN All-Star,1967,NL,,3B
santoro01,TSN All-Star,1968,NL,,3B
santoro01,TSN All-Star,1969,NL,,3B
santoro01,TSN All-Star,1972,NL,,3B
sasakka01,Player of the Week,2001,AL,,Week of 2001-04-28
sasakka01,Rookie of the Year,2000,AL,,
sasakka01,TSN Rookie Pitcher of the Year,2000,AL,,
sauerha01,Most Valuable Player,1952,NL,,
sauerha01,TSN All-Star,1952,ML,,OF
sauerha01,TSN Player of the Year,1952,NL,,
saxst01,Player of the Month,1986,NL,,September
saxst01,Rookie of the Year,1982,NL,,
saxst01,Silver Slugger,1986,NL,,2B
saxst01,TSN All-Star,1986,NL,,2B
schalra01,Baseball Magazine All-Star,1914,AL,,C2
schalra01,Baseball Magazine All-Star,1915,AL,,C
schalra01,Baseball Magazine All-Star,1916,AL,,C
schalra01,Baseball Magazine All-Star,1916,ML,,C
schalra01,Baseball Magazine All-Star,1917,AL,,C
schanwa01,Baseball Magazine All-Star,1913,AL,,C
schanwa01,Baseball Magazine All-Star,1914,AL,,C1
schanwa01,Baseball Magazine All-Star,1914,ML,,C2
scheiri01,TSN All-Star,1972,AL,,OF
scherma01,All-MLB Team - First Team,2019,ML,,SP
scherma01,All-MLB Team - First Team,2021,ML,,SP
scherma01,All-MLB Team - Second Team,2022,ML,,SP
scherma01,Cy Young Award,2013,AL,,
scherma01,Cy Young Award,2016,NL,,
scherma01,Cy Young Award,2017,NL,,
scherma01,MLB Players Choice Outstanding Pitcher,2013,AL,,
scherma01,MLB Players Choice Outstanding Pitcher,2017,NL,,
scherma01,MLB Players Choice Outstanding Pitcher,2021,NL,,
scherma01,Pitcher of the Month,2015,NL,,June
scherma01,Pitcher of the Month,2015,NL,,May
scherma01,Pitcher of the Month,2017,NL,,June
scherma01,Pitcher of the Month,2018,NL,,April
scherma01,Pitcher of the Month,2018,NL,,May
scherma01,Pitcher of the Month,2019,NL,,June
scherma01,Player of the Week,2013,AL,,Week of 2013-06-23
scherma01,Player of the Week,2015,NL,,Week of 2015-06-21
scherma01,Player of the Week,2015,NL,,Week of 2015-10-04
scherma01,Player of the Week,2018,NL,,Week of 2018-04-14
scherma01,Player of the Week,2019,NL,,Week of 2019-06-29
scherma01,Player of the Week,2021,NL,,Week of 2021-09-11
scherma01,This Year in Baseball Best Performance,2015,ML,,Esurance
scherma01,This Year in Baseball Best Performance,2016,ML,,Esurance
scherma01,This Year in Baseball Best Pitcher,2016,ML,,Esurance
scherma01,TSN All-Star,2016,NL,,SP
scherma01,TSN All-Star,2017,NL,,SP
scherma01,TSN All-Star,2021,NL,,SP
scherma01,TSN Pitcher of the Year,2016,NL,,
scherma01,TSN Pitcher of the Year,2017,NL,,
scherma01,TSN Pitcher of the Year,2021,NL,,
schilcu01,Babe Ruth Award,2001,NL,Y,P
schilcu01,Branch Rickey Award,2001,ML,,
schilcu01,Hutch Award,2001,ML,,
schilcu01,Lou Gehrig Memorial Award,1995,ML,,
schilcu01,MLB Players Choice Outstanding Pitcher,2001,NL,,
schilcu01,MLB Players Choice Outstanding Pitcher,2002,NL,,
schilcu01,NLCS MVP,1993,NL,,
schilcu01,Pitcher of the Month,1999,NL,,May
schilcu01,Pitcher of the Month,2001,NL,,May
schilcu01,Pitcher of the Month,2002,NL,,July
schilcu01,Pitcher of the Month,2002,NL,,May
schilcu01,Player of the Week,2001,NL,,Week of 2001-05-26
schilcu01,Player of the Week,2001,NL,,Week of 2001-08-04
schilcu01,Player of the Week,2003,NL,Y,Week of 2003-08-16
schilcu01,Roberto Clemente Award,2001,ML,,
schilcu01,TSN All-Star,2001,NL,,RHP
schilcu01,TSN All-Star,2002,NL,,RHP
schilcu01,TSN Pitcher of the Year,2001,NL,,
schilcu01,TSN Pitcher of the Year,2002,NL,,
schilcu01,World Series MVP,2001,ML,Y,
schimry01,Rookie of the Month,2016,NL,,July
schmija01,MLB Players Choice Outstanding Pitcher,2004,NL,,
schmija01,Pitcher of the Month,2004,NL,,May
schmija01,Pitcher of the Month,2006,NL,,May
schmija01,Player of the Week,2002,NL,Y,Week of 2002-08-24
schmija01,TSN All-Star,2004,NL,,P
schmija01,TSN Pitcher of the Year,2004,NL,,
schmijo01,Baseball Magazine All-Star,1948,NL,,P2
schmimi01,Gold Glove,1976,NL,,3B
schmimi01,Gold Glove,1977,NL,,3B
schmimi01,Gold Glove,1978,NL,,3B
schmimi01,Gold Glove,1979,NL,,3B
schmimi01,Gold Glove,1980,NL,,3B
schmimi01,Gold Glove,1981,NL,,3B
schmimi01,Gold Glove,1982,NL,,3B
schmimi01,Gold Glove,1983,NL,,3B
schmimi01,Gold Glove,1984,NL,,3B
schmimi01,Gold Glove,1986,NL,,3B
schmimi01,Lou Gehrig Memorial Award,1983,ML,,
schmimi01,Most Valuable Player,1980,NL,,
schmimi01,Most Valuable Player,1981,NL,,
schmimi01,Most Valuable Player,1986,NL,,
schmimi01,Player of the Month,1976,NL,,April
schmimi01,Player of the Month,1979,NL,,July
schmimi01,Player of the Month,1980,NL,,May
schmimi01,Player of the Month,1981,NL,,August
schmimi01,Player of the Month,1982,NL,,July
schmimi01,Player of the Week,1974,NL,,Week of 1974-06-07
schmimi01,Player of the Week,1976,NL,,Week of 1976-04-16
schmimi01,Player of the Week,1980,NL,,Week of 1980-10-03
schmimi01,Player of the Week,1984,NL,,Week of 1984-05-04
schmimi01,Player of the Week,1986,NL,,Week of 1986-04-25
schmimi01,Player of the Week,1987,NL,,Week of 1987-04-17
schmimi01,Silver Slugger,1980,NL,,3B
schmimi01,Silver Slugger,1981,NL,,3B
schmimi01,Silver Slugger,1982,NL,,3B
schmimi01,Silver Slugger,1983,NL,,3B
schmimi01,Silver Slugger,1984,NL,,3B
schmimi01,Silver Slugger,1986,NL,,3B
schmimi01,TSN All-Star,1974,NL,,3B
schmimi01,TSN All-Star,1976,NL,,3B
schmimi01,TSN All-Star,1977,NL,,3B
schmimi01,TSN All-Star,1979,NL,,3B
schmimi01,TSN All-Star,1980,NL,,3B
schmimi01,TSN All-Star,1981,NL,,3B
schmimi01,TSN All-Star,1982,NL,,3B
schmimi01,TSN All-Star,1983,NL,,3B
schmimi01,TSN All-Star,1984,NL,,3B
schmimi01,TSN All-Star,1986,NL,,3B
schmimi01,TSN Player of the Year,1980,NL,,
schmimi01,TSN Player of the Year,1986,NL,,
schmimi01,World Series MVP,1980,ML,,
schmiwa01,Baseball Magazine All-Star,1920,NL,,C
schmiwa01,Baseball Magazine All-Star,1921,NL,,C
schoere01,TSN All-Star,1953,ML,,2B
schoere01,TSN All-Star,1957,ML,,2B
schoojo01,Player of the Week,2017,AL,,Week of 2017-07-22
schoojo01,Player of the Week,2018,AL,,Week of 2018-07-28
schoupe01,TSN All-Star,1995,NL,,LHP
schulfr01,Baseball Magazine All-Star,1908,NL,,RF
schulfr01,Baseball Magazine All-Star,1910,NL,,RF
schulfr01,Baseball Magazine All-Star,1911,NL,,RF
schulfr01,Most Valuable Player,1911,NL,,
schumha02,Baseball Magazine All-Star,1934,NL,,P4
schwado01,Rookie of the Year,1961,AL,,
schwado01,TSN Rookie of the Year,1961,AL,,Pitcher
schwaky01,All-MLB Team - Second Team,2022,ML,,OF
schwaky01,All-MLB Team - Second Team,2025,ML,,DH
schwaky01,All-Star Game MVP,2025,ML,,
schwaky01,Player of the Month,2021,NL,,June
schwaky01,Player of the Month,2022,NL,,June
schwaky01,Player of the Week,2021,NL,,Week of 2021-06-19
schwaky01,Player of the Week,2024,NL,,Week of 2024-09-07
schwaky01,Player of the Week,2025,NL,,Week of 2025-08-30
schwaky01,Silver Slugger,2022,NL,,OF
schwifr01,Player of the Week,2021,NL,,Week of 2021-09-04
schwifr01,Rookie of the Month,2021,NL,,August
schwifr01,Rookie of the Month,2021,NL,,September
sciosmi01,TSN All-Star,1990,NL,,C
scorehe01,Rookie of the Year,1955,AL,,
scorehe01,TSN Rookie of the Year,1955,AL,,
scottev01,Baseball Magazine All-Star,1920,AL,,SS
scottev01,Baseball Magazine All-Star,1922,AL,,SS
scottge02,Gold Glove,1967,AL,,1B
scottge02,Gold Glove,1968,AL,,1B
scottge02,Gold Glove,1971,AL,,1B
scottge02,Gold Glove,1972,AL,,1B
scottge02,Gold Glove,1973,AL,,1B
scottge02,Gold Glove,1974,AL,,1B
scottge02,Gold Glove,1975,AL,,1B
scottge02,Gold Glove,1976,AL,,1B
scottge02,Player of the Week,1975,AL,,Week of 1975-09-26
scottge02,Player of the Week,1976,AL,,Week of 1976-09-17
scottji01,Baseball Magazine All-Star,1915,AL,,P2
scottlu01,Player of the Week,2008,AL,,Week of 2008-07-19
scottlu01,Player of the Week,2009,AL,,Week of 2009-05-30
scottlu01,Player of the Week,2010,AL,,Week of 2010-07-25
scottmi03,Cy Young Award,1986,NL,,
scottmi03,NLCS MVP,1986,NL,,
scottmi03,Pitcher of the Month,1989,NL,,June
scottmi03,Player of the Week,1986,NL,,Week of 1986-09-26
scottmi03,Player of the Week,1987,NL,,Week of 1987-06-19
scottmi03,Player of the Week,1988,NL,,Week of 1988-08-12
scottmi03,TSN All-Star,1986,NL,,RHP
scottmi03,TSN All-Star,1989,NL,,RHP
scottmi03,TSN Pitcher of the Year,1986,NL,,
scottta01,Reliever of the Month,2023,NL,,September
scottta01,Reliever of the Month,2024,NL,,July
scutama01,NLCS MVP,2012,NL,,
seageco01,All-MLB Team - First Team,2023,ML,,SS
seageco01,All-MLB Team - Second Team,2020,ML,,SS
seageco01,MLB Players Choice Outstanding Rookie,2016,NL,,
seageco01,NLCS MVP,2020,NL,,
seageco01,Player of the Week,2019,NL,,Week of 2019-09-21
seageco01,Player of the Week,2022,AL,,Week of 2022-07-09
seageco01,Player of the Week,2023,NL,,Week of 2023-06-03
seageco01,Rookie of the Month,2016,NL,,June
seageco01,Rookie of the Year,2016,NL,,Unanimous
seageco01,Silver Slugger,2016,NL,,SS
seageco01,Silver Slugger,2017,NL,,SS
seageco01,Silver Slugger,2023,AL,,SS
seageco01,This Year in Baseball Best Rookie,2016,ML,,Esurance
seageco01,TSN All-Star,2016,NL,,SS
seageco01,TSN All-Star,2017,NL,,SS
seageco01,TSN All-Star,2023,AL,,SS
seageco01,TSN Rookie of the Year,2016,NL,,
seageco01,World Series MVP,2020,ML,,
seageco01,World Series MVP,2023,ML,,
seageky01,Gold Glove,2014,AL,,3B
seageky01,Player of the Week,2014,AL,,Week of 2014-06-29
seageky01,Player of the Week,2014,AL,Y,Week of 2014-04-27
seaveto01,Bob Feller Act of Valor Award - HOF Player,2017,ML,,
seaveto01,Cy Young Award,1969,NL,,
seaveto01,Cy Young Award,1973,NL,,
seaveto01,Cy Young Award,1975,NL,,
seaveto01,Pitcher of the Month,1975,NL,,June
seaveto01,Pitcher of the Month,1977,NL,,April
seaveto01,Pitcher of the Month,1977,NL,,August
seaveto01,Pitcher of the Month,1981,NL,,September
seaveto01,Player of the Week,1973,NL,,Week of 1973-06-01
seaveto01,Player of the Week,1975,NL,Y,Week of 1975-09-05
seaveto01,Player of the Week,1975,NL,Y,Week of 1975-06-13
seaveto01,Player of the Week,1977,NL,,Week of 1977-04-15
seaveto01,Player of the Week,1978,NL,,Week of 1978-06-16
seaveto01,Player of the Week,1979,NL,,Week of 1979-06-29
seaveto01,Player of the Week,1985,AL,Y,Week of 1985-08-02
seaveto01,Rookie of the Year,1967,NL,,
seaveto01,TSN All-Star,1969,NL,,RHP
seaveto01,TSN All-Star,1973,NL,,RHP
seaveto01,TSN All-Star,1975,NL,,RHP
seaveto01,TSN All-Star,1981,NL,,RHP
seaveto01,TSN Pitcher of the Year,1969,NL,,
seaveto01,TSN Pitcher of the Year,1975,NL,,
seguida01,Player of the Week,1996,NL,,Week of 1996-04-20
seguida01,Player of the Week,1998,AL,Y,Week of 1998-04-04
segurje01,Player of the Week,2013,NL,,Week of 2013-05-12
seitzke01,Player of the Week,1987,AL,Y,Week of 1987-08-01
seleaa01,TSN Rookie Pitcher of the Year,1993,AL,,
semiema01,All-MLB Team - First Team,2021,ML,,2B
semiema01,All-MLB Team - First Team,2023,ML,,2B
semiema01,All-MLB Team - Second Team,2019,ML,,SS
semiema01,Gold Glove,2021,AL,,2B
semiema01,Gold Glove,2025,AL,,2B
semiema01,MLB Players Choice Man of the Year,2021,ML,,
semiema01,MLB Players Choice Man of the Year,2023,ML,,
semiema01,Player of the Month,2021,AL,,May
semiema01,Player of the Week,2019,AL,,Week of 2019-06-08
semiema01,Player of the Week,2024,AL,,Week of 2024-05-11
semiema01,Silver Slugger,2021,AL,,2B
semiema01,Silver Slugger,2023,AL,,2B
semiema01,TSN All-Star,2019,AL,,SS
semiema01,TSN All-Star,2021,AL,,2B
semiema01,TSN All-Star,2023,AL,,2B
senzaan01,Rookie of the Month,2017,NL,,April
senzeni01,Player of the Week,2023,NL,,Week of 2023-04-29
seweljo01,Baseball Magazine All-Star,1923,AL,,SS
seweljo01,Baseball Magazine All-Star,1924,AL,,SS
seweljo01,Baseball Magazine All-Star,1925,AL,,SS
seweljo01,Baseball Magazine All-Star,1926,AL,,SS
seweljo01,Baseball Magazine All-Star,1927,AL,,SS
seweljo01,Baseball Magazine All-Star,1928,AL,,SS
seweljo01,Baseball Magazine All-Star,1928,ML,,SS
seweljo01,TSN All-Star,1926,ML,,SS
sewelri01,Baseball Magazine All-Star,1943,ML,,P3
sewelri01,Baseball Magazine All-Star,1943,NL,,P2
sewelri01,TSN All-Star,1943,ML,,P
sexsori01,Player of the Week,2002,NL,,Week of 2002-07-27
shantbo01,Gold Glove,1957,ML,,P
shantbo01,Gold Glove,1958,AL,,P
shantbo01,Gold Glove,1959,AL,,P
shantbo01,Gold Glove,1960,AL,,P
shantbo01,Gold Glove,1961,NL,,P
shantbo01,Gold Glove,1962,NL,,P
shantbo01,Gold Glove,1963,NL,,P
shantbo01,Gold Glove,1964,NL,,P
shantbo01,Most Valuable Player,1952,AL,,
shantbo01,TSN All-Star,1952,ML,,P
shantbo01,TSN Pitcher of the Year,1952,AL,,
shawje01,Pitcher of the Month,1997,NL,,September
shawje01,Reliever of the Year Award,1997,NL,,
shawje01,TSN Fireman of the Year,1997,NL,,
sheetbe01,Pitcher of the Month,2007,NL,,June
sheetbe01,Player of the Week,2004,NL,,Week of 2004-05-15
sheetbe01,Rookie of the Month,2001,NL,,June
sheffga01,Player of the Month,1992,NL,,August
sheffga01,Player of the Week,1992,NL,,Week of 1992-05-23
sheffga01,Player of the Week,1993,NL,Y,Week of 1993-06-12
sheffga01,Player of the Week,1994,NL,,Week of 1994-04-30
sheffga01,Player of the Week,1995,NL,,Week of 1995-09-23
sheffga01,Player of the Week,1996,NL,,Week of 1996-08-10
sheffga01,Player of the Week,2000,NL,,Week of 2000-06-17
sheffga01,Player of the Week,2000,NL,,Week of 2000-07-15
sheffga01,Player of the Week,2001,NL,Y,Week of 2001-04-14
sheffga01,Player of the Week,2003,NL,,Week of 2003-05-17
sheffga01,Player of the Week,2004,AL,,Week of 2004-06-05
sheffga01,Player of the Week,2005,AL,Y,Week of 2005-07-16
sheffga01,Player of the Week,2007,AL,Y,Week of 2007-06-09
sheffga01,Silver Slugger,1992,NL,,3B
sheffga01,Silver Slugger,1996,NL,,OF
sheffga01,Silver Slugger,2003,NL,,OF
sheffga01,Silver Slugger,2004,AL,,OF
sheffga01,Silver Slugger,2005,AL,,OF
sheffga01,TSN All-Star,1992,NL,,3B
sheffga01,TSN All-Star,1996,NL,,OF
sheffga01,TSN All-Star,2003,NL,,OF
sheffga01,TSN Comeback Player of the Year,1992,NL,,
sheffga01,TSN Major League Player of the Year,1992,ML,,
sheltch01,Player of the Week,2006,AL,,Week of 2006-04-08
sherdbi01,Baseball Magazine All-Star,1928,NL,,P4
sheripa01,Player of the Week,1988,AL,,Week of 1988-07-01
sherrla01,Babe Ruth Award,1959,NL,,P
sherrla01,World Series MVP,1959,ML,,
shielja02,Player of the Week,2008,AL,,Week of 2008-04-26
shielja02,Player of the Week,2011,AL,,Week of 2011-04-24
shielja02,Player of the Week,2011,AL,Y,Week of 2011-06-19
shielja02,Player of the Week,2012,AL,Y,Week of 2012-09-09
shirlbo01,Player of the Week,1985,AL,,Week of 1985-06-14
shockur01,Baseball Magazine All-Star,1920,AL,,P3
shockur01,Baseball Magazine All-Star,1921,AL,,P3
shockur01,Baseball Magazine All-Star,1922,AL,,P2
shockur01,Baseball Magazine All-Star,1923,AL,,P2
shoemma01,Pitcher of the Month,2014,AL,,August
shoemma01,Player of the Week,2016,AL,,Week of 2016-07-16
shoemma01,Rookie of the Month,2014,AL,,August
siebeno01,Gold Glove,1958,AL,,LF
siebeno01,TSN All-Star,1962,AL,,1B
sierrru01,MLB Players Choice Comeback Player,2001,AL,,
sierrru01,Player of the Month,1989,AL,,June
sierrru01,Player of the Month,1991,AL,,May
sierrru01,Player of the Week,1991,AL,,Week of 1991-09-07
sierrru01,Player of the Week,2004,AL,,Week of 2004-05-01
sierrru01,Silver Slugger,1989,AL,,OF
sierrru01,TSN All-Star,1989,AL,,OF
sierrru01,TSN Comeback Player of the Year,2001,AL,,
sierrru01,TSN Player of the Year,1989,AL,,
sievero01,Rookie of the Year,1949,AL,,
sievero01,TSN Rookie of the Year,1949,AL,,
simmoal01,Baseball Magazine All-Star,1925,AL,,CF
simmoal01,Baseball Magazine All-Star,1925,ML,,CF
simmoal01,Baseball Magazine All-Star,1927,AL,,CF
simmoal01,Baseball Magazine All-Star,1927,ML,,CF
simmoal01,Baseball Magazine All-Star,1928,AL,,OF
simmoal01,Baseball Magazine All-Star,1929,AL,,LF
simmoal01,Baseball Magazine All-Star,1929,ML,,LF
simmoal01,Baseball Magazine All-Star,1930,AL,,LF
simmoal01,Baseball Magazine All-Star,1930,ML,,LF
simmoal01,Baseball Magazine All-Star,1931,AL,,LF
simmoal01,Baseball Magazine All-Star,1931,ML,,LF
simmoal01,Baseball Magazine All-Star,1932,AL,,LF
simmoal01,Baseball Magazine All-Star,1933,AL,,OF
simmoal01,Baseball Magazine All-Star,1933,ML,,LF
simmoal01,Baseball Magazine All-Star,1934,AL,,LF
simmoal01,Baseball Magazine All-Star,1934,ML,,LF
simmoal01,TSN All-Star,1927,ML,,OF
simmoal01,TSN All-Star,1929,ML,,OF
simmoal01,TSN All-Star,1930,ML,,OF
simmoal01,TSN All-Star,1931,ML,,OF
simmoal01,TSN All-Star,1933,ML,,OF
simmoal01,TSN All-Star,1934,ML,,OF
simmoal01,TSN Guide MVP,1929,AL,,
simmoan01,Gold Glove,2013,NL,,SS
simmoan01,Gold Glove,2014,NL,,SS
simmoan01,Gold Glove,2017,AL,,SS
simmoan01,Gold Glove,2018,AL,,SS
simmoan01,Platinum Glove,2013,NL,,
simmoan01,Rookie of the Month,2012,NL,,June
simmoan01,This Year in Baseball Defensive Player of the Year,2014,ML,,MLB.com GIBBY
simmote01,Player of the Week,1974,NL,,Week of 1974-05-17
simmote01,Player of the Week,1974,NL,,Week of 1974-09-06
simmote01,Player of the Week,1977,NL,,Week of 1977-04-08
simmote01,Player of the Week,1978,NL,,Week of 1978-06-02
simmote01,Player of the Week,1979,NL,,Week of 1979-06-08
simmote01,Silver Slugger,1980,NL,,C
simmote01,TSN All-Star,1977,NL,,C
simmote01,TSN All-Star,1978,NL,,C
simmote01,TSN All-Star,1979,NL,,C
simonja01,Rookie of the Month,2002,NL,,June
simonra01,Player of the Week,2002,AL,,Week of 2002-07-27
singlch01,Player of the Week,2000,AL,Y,Week of 2000-04-22
singlke01,Player of the Month,1981,AL,,April
singlke01,Player of the Week,1975,AL,Y,Week of 1975-08-15
singlke01,Player of the Week,1981,AL,,Week of 1981-04-24
singlke01,Roberto Clemente Award,1982,ML,,
singlke01,TSN All-Star,1979,AL,,OF
sislege01,Baseball Magazine All-Star,1916,AL,,1B
sislege01,Baseball Magazine All-Star,1917,AL,,1B
sislege01,Baseball Magazine All-Star,1917,ML,,1B
sislege01,Baseball Magazine All-Star,1918,AL,,1B
sislege01,Baseball Magazine All-Star,1918,ML,,1B
sislege01,Baseball Magazine All-Star,1919,AL,,1B
sislege01,Baseball Magazine All-Star,1919,ML,,1B
sislege01,Baseball Magazine All-Star,1920,AL,,1B
sislege01,Baseball Magazine All-Star,1920,ML,,1B
sislege01,Baseball Magazine All-Star,1921,AL,,1B
sislege01,Baseball Magazine All-Star,1921,ML,,1B
sislege01,Baseball Magazine All-Star,1922,AL,,1B
sislege01,Baseball Magazine All-Star,1922,ML,,1B
sislege01,Baseball Magazine All-Star,1925,AL,,1B
sislege01,Baseball Magazine All-Star,1925,ML,,1B
sislege01,Most Valuable Player,1922,AL,,
sizemgr01,Gold Glove,2007,AL,,OF
sizemgr01,Gold Glove,2008,AL,,OF
sizemgr01,Silver Slugger,2008,AL,,OF
sizemte01,Rookie of the Year,1969,NL,,
skenepa01,All-MLB Team - First Team,2024,ML,,SP
skenepa01,All-MLB Team - First Team,2025,ML,,SP
skenepa01,Cy Young Award,2025,NL,,
skenepa01,Pitcher of the Month,2025,NL,,July
skenepa01,Rookie of the Month,2024,NL,,September
skenepa01,Rookie of the Year,2024,NL,,
skenepa01,TSN All-Star,2025,NL,,SP
skowrbi01,TSN All-Star,1960,ML,,1B
skubata01,All-MLB Team - First Team,2024,ML,,SP
skubata01,All-MLB Team - First Team,2025,ML,,SP
skubata01,Cy Young Award,2024,AL,,
skubata01,Cy Young Award,2025,AL,,
skubata01,MLB Players Choice Outstanding Pitcher,2024,AL,,
skubata01,Pitcher of the Month,2023,AL,,September
skubata01,Player of the Week,2025,AL,,Week of 2025-06-28
skubata01,Triple Crown,2024,NL,,
skubata01,TSN All-Star,2024,AL,,SP
skubata01,TSN All-Star,2025,AL,,SP
skubata01,TSN Pitcher of the Year,2024,AL,,
slatoji01,Player of the Week,1976,AL,,Week of 1976-04-16
slaugen01,Baseball Magazine All-Star,1941,NL,,RF
slaugen01,Baseball Magazine All-Star,1942,ML,,RF
slaugen01,Baseball Magazine All-Star,1942,NL,,RF
slaugen01,Baseball Magazine All-Star,1946,ML,,RF
slaugen01,Baseball Magazine All-Star,1946,NL,,RF
slaugen01,Baseball Magazine All-Star,1947,ML,,RF
slaugen01,Baseball Magazine All-Star,1947,NL,,CF
slaugen01,Baseball Magazine All-Star,1948,NL,,CF
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
slaugen01,TSN All-Star,1942,ML,,OF
slaugen01,TSN All-Star,1946,ML,,OF
slaugen01,TSN Player of the Year,1949,NL,,
sledgte01,Rookie of the Month,2004,NL,,May
slocuhe01,Pitcher of the Month,1995,NL,,May
smallro02,Player of the Week,1979,AL,,Week of 1979-06-29
smallro02,Player of the Week,1981,AL,,Week of 1981-05-01
smallro02,TSN All-Star,1979,AL,,SS
smilejo01,Pitcher of the Month,1992,AL,,June
smithal03,Baseball Magazine All-Star,1943,AL,,P3
smithbu02,Player of the Week,2001,NL,,Week of 2001-09-08
smithbu02,Rookie of the Month,2001,NL,,September
smithca05,Reliever of the Month,2025,AL,,September
smithea02,Baseball Magazine All-Star,1925,NL,,C2
smithea02,Baseball Magazine All-Star,1926,ML,,C
smithea02,Baseball Magazine All-Star,1926,NL,,C
smithjo09,Player of the Week,2025,AL,,Week of 2025-06-14
smithle02,Pitcher of the Month,1991,NL,,April
smithle02,Player of the Week,1991,NL,,Week of 1991-09-28
smithle02,Player of the Week,1992,NL,,Week of 1992-08-29
smithle02,Player of the Week,1993,NL,,Week of 1993-06-26
smithle02,Reliever of the Year Award,1991,NL,,
smithle02,Reliever of the Year Award,1992,NL,,
smithle02,Reliever of the Year Award,1994,AL,,
smithle02,TSN Fireman of the Year,1983,NL,Y,
smithle02,TSN Fireman of the Year,1991,NL,,
smithle02,TSN Fireman of the Year,1992,NL,Y,
smithle02,TSN Fireman of the Year,1994,AL,,
smithlo01,Player of the Week,1982,NL,,Week of 1982-09-03
smithlo01,TSN All-Star,1982,NL,,OF
smithlo01,TSN Comeback Player of the Year,1989,NL,,
smithlo01,TSN Rookie Player of the Year,1980,NL,,
smithoz01,Branch Rickey Award,1994,ML,,
smithoz01,Gold Glove,1980,NL,,SS
smithoz01,Gold Glove,1981,NL,,SS
smithoz01,Gold Glove,1982,NL,,SS
smithoz01,Gold Glove,1983,NL,,SS
smithoz01,Gold Glove,1984,NL,,SS
smithoz01,Gold Glove,1985,NL,,SS
smithoz01,Gold Glove,1986,NL,,SS
smithoz01,Gold Glove,1987,NL,,SS
smithoz01,Gold Glove,1988,NL,,SS
smithoz01,Gold Glove,1989,NL,,SS
smithoz01,Gold Glove,1990,NL,,SS
smithoz01,Gold Glove,1991,NL,,SS
smithoz01,Gold Glove,1992,NL,,SS
smithoz01,Lou Gehrig Memorial Award,1989,ML,,
smithoz01,NLCS MVP,1985,NL,,
smithoz01,Roberto Clemente Award,1995,ML,,
smithoz01,Silver Slugger,1987,NL,,SS
smithoz01,TSN All-Star,1982,NL,,SS
smithoz01,TSN All-Star,1984,NL,,SS
smithoz01,TSN All-Star,1985,NL,,SS
smithoz01,TSN All-Star,1986,NL,,SS
smithoz01,TSN All-Star,1987,NL,,SS
smithre06,Gold Glove,1968,AL,,OF
smithre06,Player of the Week,1975,NL,,Week of 1975-08-15
smithre06,Player of the Week,1976,NL,,Week of 1976-07-09
smithre06,Player of the Week,1982,NL,,Week of 1982-08-06
smithre06,TSN All-Star,1970,AL,,OF
smithse01,Player of the Week,2009,NL,,Week of 2009-09-07
smithse01,Player of the Week,2014,NL,,Week of 2014-05-11
smithwi05,All-MLB Team - Second Team,2022,ML,,C
smithwi05,All-MLB Team - Second Team,2025,ML,,C
smithwi05,TSN All-Star,2023,NL,Y,C
smithwi05,TSN All-Star,2025,NL,,C
smithza01,TSN All-Star,1987,NL,,LHP
smoakju01,Player of the Week,2012,AL,,Week of 2012-06-03
smoakju01,Player of the Week,2018,AL,,Week of 2018-03-31
smoltjo01,Branch Rickey Award,2007,ML,,
smoltjo01,Cy Young Award,1996,NL,,
smoltjo01,Lou Gehrig Memorial Award,2005,ML,,
smoltjo01,MLB Players Choice Comeback Player,2002,NL,,
smoltjo01,MLB Players Choice Man of the Year,2002,ML,,
smoltjo01,MLB Players Choice Man of the Year,2003,ML,,
smoltjo01,MLB Players Choice Outstanding Pitcher,1996,NL,,
smoltjo01,NLCS MVP,1992,NL,,
smoltjo01,Pitcher of the Month,1996,NL,,April
smoltjo01,Pitcher of the Month,1996,NL,,May
smoltjo01,Pitcher of the Month,1999,NL,,April
smoltjo01,Player of the Week,1997,NL,,Week of 1997-08-08
smoltjo01,Player of the Week,2004,NL,Y,Week of 2004-07-31
smoltjo01,Player of the Week,2005,NL,Y,Week of 2005-06-25
smoltjo01,Reliever of the Year Award,2002,NL,,
smoltjo01,Roberto Clemente Award,2005,ML,,
